Placed as Pleuronectidae, might be Engraulidae	1
Placed as Congridae, might be Ammodytidae	1
Placed as Gobiidae, might be Sillaginidae	1
Placed as Tripterygiidae, might be Blenniidae	1
Placed as Lutjanidae, might be Nemipteridae	1
Placed as Anacanthobatidae, might be Dasyatidae	1
Placed as Gobiidae, might be Pinguipedidae	2
Placed as Pleuronectidae, might be Paralichthyidae	1
Placed as Kyphosidae, might be Sebastidae	1
Placed as Epigonidae, might be Howellidae	1
Placed as Leiognathidae, might be Clupeidae	1
Placed as Sparidae, might be Carangidae	2
Placed as Uranoscopidae, might be Serranidae	1
Placed as Sparidae, might be Blenniidae	1
Placed as Delphinidae, might be Phocoenidae	1
Placed as Blenniidae, might be Tripterygiidae	1
Placed as Citharidae, might be Paralichthyidae	2
Placed as Gobiidae, might be Blenniidae	1
Placed as Centrolophidae, might be Labridae	1
Placed as Terapontidae, might be Monodactylidae	1
Placed as Monodactylidae, might be Terapontidae	1
Placed as Chaetodontidae, might be Hemiramphidae	1
Placed as Sebastidae, might be Mullidae	1
Placed as Aulopidae, might be Triglidae	1
Placed as Lutjanidae, might be Labridae	1
Placed as Microstomatidae, might be Bathylagidae	1
Placed as Sebastidae, might be Arhynchobatidae	1
Placed as Blenniidae, might be Diodontidae	1
Placed as Lutjanidae, might be Sparidae	1
Placed as Pinguipedidae, might be Sciaenidae	1
Placed as Serranidae, might be Blenniidae	1
Placed as Nomeidae, might be Notosudidae	1
Placed as Bathylagidae, might be Macrouridae	1
Placed as Cynoglossidae, might be Apogonidae	1
Placed as Myctophidae, might be Hexanchidae	1
Placed as Tetraodontidae, might be Myctophidae	1
Placed as Cynoglossidae, might be Soleidae	1
Placed as Regalecidae, might be Blenniidae	1
Placed as Plotosidae, might be Scorpaenidae	1
Placed as Gobiidae, might be Tetrarogidae	1
Placed as Holocentridae, might be Acanthuridae	2
Placed as Sillaginidae, might be Gobiidae	1
Placed as Laridae, might be Procellariidae	1
Placed as Exocoetidae, might be Labridae	1
Placed as Apogonidae, might be Labridae	1
Placed as Soleidae, might be Macrouridae	1
Placed as Ostraciidae, might be Aracanidae	1
Placed as Carangidae, might be Sphyraenidae	1
Placed as Stomiidae, might be Zoarcidae	1
Placed as Dasyatidae, might be Carcharhinidae	1
Placed as Sciaenidae, might be Carangidae	1
Placed as Macrouridae, might be Myctophidae	1
Placed as Myctophidae, might be Macrouridae	1
Placed as Myctophidae, might be Lophotidae	1
Placed as Pleuronectidae, might be Torpedinidae	1
Placed as Belonidae, might be Zenarchopteridae	2
Placed as Zenarchopteridae, might be Belonidae	1
